GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0048870	cell motility	0.0048418545034168954	0.0048418545034168954	+1	ENSMLUG00000012387,ENSMLUG00000003450,ENSMLUG00000000290,ENSMLUG00000009941,ENSMLUG00000014393,ENSMLUG00000011096,ENSMLUG00000004884,ENSMLUG00000008558,ENSMLUG00000003153,ENSMLUG00000014580,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000016835,ENSMLUG00000011791,ENSMLUG00000016537,ENSMLUG00000022688,ENSMLUG00000000153,ENSMLUG00000009243,ENSMLUG00000009413,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000005560,ENSMLUG00000006716,ENSMLUG00000009831,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000028344,ENSMLUG00000029749,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000000639,ENSMLUG00000002533,ENSMLUG00000006311,ENSMLUG00000016412,ENSMLUG00000010039,ENSMLUG00000016819,ENSMLUG00000008026,ENSMLUG00000016718,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000011728,ENSMLUG00000012949,ENSMLUG00000008593,ENSMLUG00000028659,ENSMLUG00000014215,ENSMLUG00000001859,ENSMLUG00000012289,ENSMLUG00000010197,ENSMLUG00000016348,ENSMLUG00000030213,ENSMLUG00000017195,ENSMLUG00000022840,ENSMLUG00000016681,ENSMLUG00000010038,ENSMLUG00000013160,ENSMLUG00000008622,ENSMLUG00000011626,ENSMLUG00000016882,ENSMLUG00000009772,ENSMLUG00000013225,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000005967,ENSMLUG00000004075,ENSMLUG00000013365,ENSMLUG00000004545,ENSMLUG00000001627,ENSMLUG00000013098,ENSMLUG00000009809,ENSMLUG00000009336,ENSMLUG00000014316,ENSMLUG00000017561,ENSMLUG00000006248,ENSMLUG00000007990,ENSMLUG00000027901,ENSMLUG00000006278,ENSMLUG00000015472,ENSMLUG00000010629,ENSMLUG00000001480,ENSMLUG00000008116
GO:0002429	immune response-activating cell surface receptor signaling pathway	0.004919520116579819	0.004919520116579819	+1	ENSMLUG00000012387,ENSMLUG00000007430,ENSMLUG00000000147,ENSMLUG00000011482,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000006872,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000005407,ENSMLUG00000013543,ENSMLUG00000011728,ENSMLUG00000001028
GO:0002709	regulation of T cell mediated immunity	0.005232875514929724	0.005232875514929724	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000006778
GO:0032943	mononuclear cell proliferation	0.005362390700285732	0.005362390700285732	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000030037,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000017391,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000013543,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000002060,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000016545,ENSMLUG00000013098,ENSMLUG00000014034
GO:0002444	myeloid leukocyte mediated immunity	0.005390362720284895	0.005390362720284895	+1	ENSMLUG00000003153,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000016718,ENSMLUG00000011728
GO:0042742	defense response to bacterium	0.005598306504139407	0.005598306504139407	+1	ENSMLUG00000027823,ENSMLUG00000012920,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000030769,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000013014,ENSMLUG00000012813,ENSMLUG00000026303,ENSMLUG00000010167
GO:0030155	regulation of cell adhesion	0.005770725840108933	0.005770725840108933	+1	ENSMLUG00000003450,ENSMLUG00000013957,ENSMLUG00000009941,ENSMLUG00000015885,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000002426,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000016835,ENSMLUG00000000153,ENSMLUG00000011999,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000016412,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000011728,ENSMLUG00000007389,ENSMLUG00000011066,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000012289,ENSMLUG00000007782,ENSMLUG00000010197,ENSMLUG00000028983,ENSMLUG00000030213,ENSMLUG00000002060,ENSMLUG00000026018,ENSMLUG00000009772,ENSMLUG00000013225,ENSMLUG00000017089,ENSMLUG00000008549,ENSMLUG00000016545
GO:0033006	regulation of mast cell activation involved in immune response	0.0058900557391560904	0.0058900557391560904	+1	ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860
GO:0002369	T cell cytokine production	0.006413806247654885	0.006413806247654885	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037
GO:0050670	regulation of lymphocyte proliferation	0.006621910923001478	0.006621910923001478	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000030037,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000017391,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000002060,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000016545,ENSMLUG00000013098
GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	0.006708264595481634	0.006708264595481634	+1	ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000007782,ENSMLUG00000017089
GO:0050727	regulation of inflammatory response	0.007295418494385978	0.007295418494385978	+1	ENSMLUG00000012387,ENSMLUG00000014375,ENSMLUG00000009793,ENSMLUG00000003969,ENSMLUG00000007417,ENSMLUG00000022258,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000002912,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000008204,ENSMLUG00000015097,ENSMLUG00000016718,ENSMLUG00000012813,ENSMLUG00000011842,ENSMLUG00000011543,ENSMLUG00000010038,ENSMLUG00000002942,ENSMLUG00000017089,ENSMLUG00000011739,ENSMLUG00000005967
GO:0007229	integrin-mediated signaling pathway	0.007326187846866269	0.007326187846866269	+1	ENSMLUG00000003153,ENSMLUG00000008325,ENSMLUG00000011307,ENSMLUG00000014580,ENSMLUG00000016505,ENSMLUG00000000153,ENSMLUG00000004581,ENSMLUG00000016013,ENSMLUG00000011842,ENSMLUG00000014215,ENSMLUG00000011511,ENSMLUG00000030213,ENSMLUG00000004075,ENSMLUG00000014316,ENSMLUG00000010629
GO:0032944	regulation of mononuclear cell proliferation	0.007579438932295271	0.007579438932295271	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000030037,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000017391,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000002060,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000016545,ENSMLUG00000013098
GO:0002821	positive regulation of adaptive immune response	0.008367036769659445	0.008367036769659445	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000013014,ENSMLUG00000016718
GO:0097530	granulocyte migration	0.008995321810375552	0.008995321810375552	+1	ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000012668,ENSMLUG00000016835,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000004581,ENSMLUG00000002912
GO:0050663	cytokine secretion	0.009080300042757321	0.009080300042757321	+1	ENSMLUG00000012387,ENSMLUG00000012745,ENSMLUG00000017259,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000007417,ENSMLUG00000014860,ENSMLUG00000005737,ENSMLUG00000015097,ENSMLUG00000012813
GO:0002711	positive regulation of T cell mediated immunity	0.009969355755170313	0.009969355755170313	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000016598,ENSMLUG00000006778
GO:0050870	positive regulation of T cell activation	0.010172768967513771	0.010172768967513771	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003444,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000001859,ENSMLUG00000007782
GO:0042089	cytokine biosynthetic process	0.010432267667991164	0.010432267667991164	+1	ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000003969,ENSMLUG00000007417,ENSMLUG00000016841,ENSMLUG00000005737,ENSMLUG00000016412,ENSMLUG00000017391,ENSMLUG00000016718,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000011739,ENSMLUG00000016545
GO:0002763	positive regulation of myeloid leukocyte differentiation	0.010571551958164208	0.010571551958164208	+1	ENSMLUG00000006366,ENSMLUG00000003969,ENSMLUG00000007751,ENSMLUG00000006778,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000005802,ENSMLUG00000003729
GO:0070661	leukocyte proliferation	0.01094813365846579	0.01094813365846579	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000030037,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000017391,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000013543,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000002060,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000016545,ENSMLUG00000013098,ENSMLUG00000014034
GO:0070663	regulation of leukocyte proliferation	0.011252954277490715	0.011252954277490715	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000030037,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000017391,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000002060,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000016545,ENSMLUG00000013098
GO:0042119	neutrophil activation	0.011423667827047165	0.011423667827047165	+1	ENSMLUG00000016603,ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000004581,ENSMLUG00000016013
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.011925446299014866	0.011925446299014866	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000003969,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000013014,ENSMLUG00000016718,ENSMLUG00000001028
GO:0032101	regulation of response to external stimulus	0.01196510183554844	0.01196510183554844	+1	ENSMLUG00000012387,ENSMLUG00000003450,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000009793,ENSMLUG00000016505,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000024927,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000022258,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000008204,ENSMLUG00000016412,ENSMLUG00000015097,ENSMLUG00000016718,ENSMLUG00000012813,ENSMLUG00000011369,ENSMLUG00000011842,ENSMLUG00000011192,ENSMLUG00000011543,ENSMLUG00000016681,ENSMLUG00000010038,ENSMLUG00000002942,ENSMLUG00000009772,ENSMLUG00000008863,ENSMLUG00000017089,ENSMLUG00000011739,ENSMLUG00000005967
GO:0065009	regulation of molecular function	0.01205821173887697	0.01205821173887697	+1	ENSMLUG00000003450,ENSMLUG00000016603,ENSMLUG00000002811,ENSMLUG00000004912,ENSMLUG00000000290,ENSMLUG00000009941,ENSMLUG00000015441,ENSMLUG00000014137,ENSMLUG00000016644,ENSMLUG00000014375,ENSMLUG00000001781,ENSMLUG00000011161,ENSMLUG00000009793,ENSMLUG00000014580,ENSMLUG00000016505,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000024927,ENSMLUG00000001605,ENSMLUG00000028013,ENSMLUG00000016835,ENSMLUG00000007751,ENSMLUG00000001022,ENSMLUG00000008775,ENSMLUG00000002568,ENSMLUG00000006023,ENSMLUG00000011482,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000029819,ENSMLUG00000009243,ENSMLUG00000000899,ENSMLUG00000023668,ENSMLUG00000006778,ENSMLUG00000017009,ENSMLUG00000015527,ENSMLUG00000012598,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000008535,ENSMLUG00000015999,ENSMLUG00000015190,ENSMLUG00000006872,ENSMLUG00000010659,ENSMLUG00000007164,ENSMLUG00000005038,ENSMLUG00000014860,ENSMLUG00000028974,ENSMLUG00000003347,ENSMLUG00000028344,ENSMLUG00000029749,ENSMLUG00000014257,ENSMLUG00000027885,ENSMLUG00000002912,ENSMLUG00000011244,ENSMLUG00000015855,ENSMLUG00000001338,ENSMLUG00000024725,ENSMLUG00000013263,ENSMLUG00000006849,ENSMLUG00000003661,ENSMLUG00000010517,ENSMLUG00000005737,ENSMLUG00000002533,ENSMLUG00000008204,ENSMLUG00000011541,ENSMLUG00000008745,ENSMLUG00000016412,ENSMLUG00000007111,ENSMLUG00000012359,ENSMLUG00000017172,ENSMLUG00000028171,ENSMLUG00000010039,ENSMLUG00000016819,ENSMLUG00000009425,ENSMLUG00000013543,ENSMLUG00000012813,ENSMLUG00000023678,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000023956,ENSMLUG00000011177,ENSMLUG00000007389,ENSMLUG00000008593,ENSMLUG00000028659,ENSMLUG00000014215,ENSMLUG00000001028,ENSMLUG00000028380,ENSMLUG00000004478,ENSMLUG00000017058,ENSMLUG00000006695,ENSMLUG00000003491,ENSMLUG00000007063,ENSMLUG00000007782,ENSMLUG00000010197,ENSMLUG00000002968,ENSMLUG00000028983,ENSMLUG00000004708,ENSMLUG00000000196,ENSMLUG00000006887,ENSMLUG00000007834,ENSMLUG00000009419,ENSMLUG00000009174,ENSMLUG00000014356,ENSMLUG00000011543,ENSMLUG00000011563,ENSMLUG00000013991,ENSMLUG00000003799,ENSMLUG00000028282,ENSMLUG00000002942,ENSMLUG00000017679,ENSMLUG00000013462,ENSMLUG00000009772,ENSMLUG00000008348,ENSMLUG00000013225,ENSMLUG00000000952,ENSMLUG00000013890,ENSMLUG00000002737,ENSMLUG00000011799,ENSMLUG00000004572,ENSMLUG00000008749,ENSMLUG00000009718,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000005967,ENSMLUG00000008945,ENSMLUG00000004075,ENSMLUG00000007106,ENSMLUG00000013365,ENSMLUG00000015233,ENSMLUG00000014481,ENSMLUG00000004202,ENSMLUG00000013098,ENSMLUG00000006151,ENSMLUG00000029396,ENSMLUG00000014034,ENSMLUG00000009336,ENSMLUG00000022457,ENSMLUG00000004106,ENSMLUG00000005936,ENSMLUG00000016863,ENSMLUG00000014316,ENSMLUG00000006173,ENSMLUG00000006248,ENSMLUG00000007990,ENSMLUG00000027901,ENSMLUG00000012943,ENSMLUG00000014895,ENSMLUG00000015472,ENSMLUG00000010629,ENSMLUG00000001480,ENSMLUG00000015997,ENSMLUG00000008783
GO:0002726	positive regulation of T cell cytokine production	0.012234391256945384	0.012234391256945384	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000016598
GO:0042107	cytokine metabolic process	0.012855614396295081	0.012855614396295081	+1	ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000003969,ENSMLUG00000007417,ENSMLUG00000016841,ENSMLUG00000005737,ENSMLUG00000016412,ENSMLUG00000017391,ENSMLUG00000016718,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000011739,ENSMLUG00000016545
GO:0051091	positive regulation of DNA-binding transcription factor activity	0.01325746208143245	0.01325746208143245	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000024927,ENSMLUG00000007751,ENSMLUG00000016598,ENSMLUG00000007417,ENSMLUG00000006872,ENSMLUG00000007164,ENSMLUG00000005038,ENSMLUG00000003347,ENSMLUG00000015855,ENSMLUG00000005737,ENSMLUG00000017172,ENSMLUG00000010039,ENSMLUG00000012813
GO:0038094	Fc-gamma receptor signaling pathway	0.01596156202367632	0.01596156202367632	+1	ENSMLUG00000027823,ENSMLUG00000011581,ENSMLUG00000004581
GO:0036230	granulocyte activation	0.016104038901107235	0.016104038901107235	+1	ENSMLUG00000016603,ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000004581,ENSMLUG00000016013,ENSMLUG00000016718
GO:0042035	regulation of cytokine biosynthetic process	0.0163759148529784	0.0163759148529784	+1	ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000003969,ENSMLUG00000007417,ENSMLUG00000016841,ENSMLUG00000016412,ENSMLUG00000017391,ENSMLUG00000016718,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000011739,ENSMLUG00000016545
GO:0032695	negative regulation of interleukin-12 production	0.018466582629822096	0.018466582629822096	+1	ENSMLUG00000012745,ENSMLUG00000009793,ENSMLUG00000002533,ENSMLUG00000016412,ENSMLUG00000017172
GO:0030852	regulation of granulocyte differentiation	0.01851124072920977	0.01851124072920977	+1	ENSMLUG00000006366,ENSMLUG00000007751,ENSMLUG00000017391,ENSMLUG00000005802,ENSMLUG00000007782
GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	0.018515873246354553	0.018515873246354553	+1	ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000007782,ENSMLUG00000017089
GO:0050729	positive regulation of inflammatory response	0.018951931957623958	0.018951931957623958	+1	ENSMLUG00000012387,ENSMLUG00000003969,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000002912,ENSMLUG00000015855,ENSMLUG00000008204,ENSMLUG00000015097,ENSMLUG00000016718,ENSMLUG00000012813
GO:1901222	regulation of NIK/NF-kappaB signaling	0.02012491809520098	0.02012491809520098	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000016598,ENSMLUG00000009243,ENSMLUG00000007417
GO:0042098	T cell proliferation	0.02015885593897569	0.02015885593897569	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000030037,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000002060,ENSMLUG00000008549,ENSMLUG00000016545,ENSMLUG00000013098,ENSMLUG00000014034,ENSMLUG00000008116
GO:0051251	positive regulation of lymphocyte activation	0.02106787194708879	0.02106787194708879	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003444,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000017391,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000001859,ENSMLUG00000007782,ENSMLUG00000017089,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000013098
GO:0022610	biological adhesion	0.021893817515731606	0.021893817515731606	+1	ENSMLUG00000003450,ENSMLUG00000013957,ENSMLUG00000009941,ENSMLUG00000015885,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000008558,ENSMLUG00000012338,ENSMLUG00000003153,ENSMLUG00000002426,ENSMLUG00000008325,ENSMLUG00000011307,ENSMLUG00000016505,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000016835,ENSMLUG00000000153,ENSMLUG00000011999,ENSMLUG00000006778,ENSMLUG00000012385,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000006418,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000002912,ENSMLUG00000015855,ENSMLUG00000013757,ENSMLUG00000006311,ENSMLUG00000016412,ENSMLUG00000012295,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000011728,ENSMLUG00000012304,ENSMLUG00000007389,ENSMLUG00000011066,ENSMLUG00000016593,ENSMLUG00000008593,ENSMLUG00000014215,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000012289,ENSMLUG00000011511,ENSMLUG00000007782,ENSMLUG00000010197,ENSMLUG00000028983,ENSMLUG00000005588,ENSMLUG00000030213
GO:0045055	regulated exocytosis	0.02224742114463269	0.02224742114463269	+1	ENSMLUG00000003153,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000016505,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000009147,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000016718,ENSMLUG00000011728,ENSMLUG00000013590
GO:0002673	regulation of acute inflammatory response	0.023280471595903397	0.023280471595903397	+1	ENSMLUG00000012387,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000004581,ENSMLUG00000015855,ENSMLUG00000008204
GO:0050766	positive regulation of phagocytosis	0.025979984421413322	0.025979984421413322	+1	ENSMLUG00000009941,ENSMLUG00000003969,ENSMLUG00000009147,ENSMLUG00000012968,ENSMLUG00000004581
GO:0038061	NIK/NF-kappaB signaling	0.026537388343708036	0.026537388343708036	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000016598,ENSMLUG00000009243,ENSMLUG00000007417,ENSMLUG00000010517,ENSMLUG00000012813,ENSMLUG00000028983,ENSMLUG00000006287,ENSMLUG00000013462
GO:0070665	positive regulation of leukocyte proliferation	0.026888948359664232	0.026888948359664232	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000003444,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000015855
GO:0050790	regulation of catalytic activity	0.028066205828265734	0.028066205828265734	+1	ENSMLUG00000003450,ENSMLUG00000004912,ENSMLUG00000000290,ENSMLUG00000009941,ENSMLUG00000015441,ENSMLUG00000014137,ENSMLUG00000016644,ENSMLUG00000014375,ENSMLUG00000001781,ENSMLUG00000009793,ENSMLUG00000014580,ENSMLUG00000016505,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000024927,ENSMLUG00000001605,ENSMLUG00000028013,ENSMLUG00000016835,ENSMLUG00000001022,ENSMLUG00000008775,ENSMLUG00000002568,ENSMLUG00000006023,ENSMLUG00000011482,ENSMLUG00000000153,ENSMLUG00000029819,ENSMLUG00000000899,ENSMLUG00000023668,ENSMLUG00000006778,ENSMLUG00000017009,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000008535,ENSMLUG00000015190,ENSMLUG00000010659,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000028974,ENSMLUG00000014257,ENSMLUG00000027885,ENSMLUG00000002912,ENSMLUG00000001338,ENSMLUG00000024725,ENSMLUG00000013263,ENSMLUG00000006849,ENSMLUG00000003661,ENSMLUG00000010517,ENSMLUG00000008204,ENSMLUG00000011541,ENSMLUG00000008745,ENSMLUG00000016412,ENSMLUG00000007111,ENSMLUG00000012359,ENSMLUG00000017172,ENSMLUG00000028171,ENSMLUG00000016819,ENSMLUG00000009425,ENSMLUG00000023678,ENSMLUG00000026303,ENSMLUG00000023956,ENSMLUG00000011177,ENSMLUG00000008593,ENSMLUG00000001028,ENSMLUG00000028380,ENSMLUG00000004478,ENSMLUG00000017058,ENSMLUG00000006695,ENSMLUG00000007063,ENSMLUG00000010197,ENSMLUG00000002968,ENSMLUG00000028983,ENSMLUG00000004708,ENSMLUG00000000196,ENSMLUG00000006887,ENSMLUG00000007834,ENSMLUG00000009419,ENSMLUG00000014356,ENSMLUG00000011543,ENSMLUG00000011563,ENSMLUG00000003799,ENSMLUG00000002942,ENSMLUG00000013462,ENSMLUG00000009772,ENSMLUG00000008348,ENSMLUG00000013225,ENSMLUG00000000952,ENSMLUG00000013890,ENSMLUG00000002737,ENSMLUG00000008749,ENSMLUG00000009718,ENSMLUG00000005967,ENSMLUG00000004075,ENSMLUG00000007106,ENSMLUG00000013365,ENSMLUG00000015233,ENSMLUG00000004202,ENSMLUG00000013098,ENSMLUG00000029396,ENSMLUG00000014034,ENSMLUG00000009336,ENSMLUG00000022457,ENSMLUG00000004106,ENSMLUG00000005936,ENSMLUG00000016863,ENSMLUG00000006248,ENSMLUG00000007990,ENSMLUG00000027901,ENSMLUG00000012943,ENSMLUG00000015472,ENSMLUG00000010629,ENSMLUG00000001480,ENSMLUG00000015997
GO:0032655	regulation of interleukin-12 production	0.030582008602209602	0.030582008602209602	+1	ENSMLUG00000012745,ENSMLUG00000009793,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000002533,ENSMLUG00000016412,ENSMLUG00000017172,ENSMLUG00000005967,ENSMLUG00000016545
GO:0032722	positive regulation of chemokine production	0.031108060323469744	0.031108060323469744	+1	ENSMLUG00000012387,ENSMLUG00000009941,ENSMLUG00000003969,ENSMLUG00000007417,ENSMLUG00000016841,ENSMLUG00000015855,ENSMLUG00000012813
GO:0035743	CD4-positive, alpha-beta T cell cytokine production	0.031243260937382444	0.031243260937382444	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000014375,ENSMLUG00000016598
